"ID","Metadata","Localized Name"
"chisel:concrete_lightgray1","0","Light Gray Concrete"
"chisel:concrete_lightgray1","1","Light Gray Concrete"
"chisel:concrete_lightgray1","2","Light Gray Concrete"
"chisel:concrete_lightgray1","3","Light Gray Concrete"
"chisel:concrete_lightgray1","4","Light Gray Concrete"
"chisel:concrete_lightgray1","5","Light Gray Concrete"
"chisel:concrete_lightgray1","6","Light Gray Concrete"
"chisel:concrete_lightgray1","7","Light Gray Concrete"
"chisel:concrete_lightgray1","8","Light Gray Concrete"
"chisel:concrete_lightgray1","9","Light Gray Concrete"
"chisel:concrete_lightgray1","10","Light Gray Concrete"
"chisel:concrete_lightgray1","11","Light Gray Concrete"
"chisel:concrete_lightgray1","12","Light Gray Concrete"
"chisel:concrete_lightgray1","13","Light Gray Concrete"
"chisel:concrete_lightgray1","14","Light Gray Concrete"
"chisel:concrete_lightgray1","15","Light Gray Concrete"
"chisel:concrete_lightgray2","0","Light Gray Concrete"
"chisel:concrete_lime","0","Lime Concrete"
"chisel:concrete_lime","1","Lime Concrete"
"chisel:concrete_lime","2","Lime Concrete"
"chisel:concrete_lime","3","Lime Concrete"
"chisel:concrete_lime","4","Lime Concrete"
"chisel:concrete_lime","5","Lime Concrete"
"chisel:concrete_lime","6","Lime Concrete"
"chisel:concrete_lime","7","Lime Concrete"
"chisel:concrete_lime","8","Lime Concrete"
"chisel:concrete_lime","9","Lime Concrete"
"chisel:concrete_lime","10","Lime Concrete"
"chisel:concrete_lime","11","Lime Concrete"
"chisel:concrete_lime","12","Lime Concrete"
"chisel:concrete_lime","13","Lime Concrete"
"chisel:concrete_lime","14","Lime Concrete"
"chisel:concrete_lime","15","Lime Concrete"
"chisel:concrete_lime1","0","Lime Concrete"
"chisel:concrete_lime1","1","Lime Concrete"
"chisel:concrete_lime1","2","Lime Concrete"
"chisel:concrete_lime1","3","Lime Concrete"
"chisel:concrete_lime1","4","Lime Concrete"
"chisel:concrete_lime1","5","Lime Concrete"
"chisel:concrete_lime1","6","Lime Concrete"
"chisel:concrete_lime1","7","Lime Concrete"
"chisel:concrete_lime1","8","Lime Concrete"
"chisel:concrete_lime1","9","Lime Concrete"
"chisel:concrete_lime1","10","Lime Concrete"
"chisel:concrete_lime1","11","Lime Concrete"
"chisel:concrete_lime1","12","Lime Concrete"
"chisel:concrete_lime1","13","Lime Concrete"
"chisel:concrete_lime1","14","Lime Concrete"
"chisel:concrete_lime1","15","Lime Concrete"
"chisel:concrete_lime2","0","Lime Concrete"
"chisel:concrete_magenta","0","Magenta Concrete"
"chisel:concrete_magenta","1","Magenta Concrete"
"chisel:concrete_magenta","2","Magenta Concrete"
"chisel:concrete_magenta","3","Magenta Concrete"
"chisel:concrete_magenta","4","Magenta Concrete"
"chisel:concrete_magenta","5","Magenta Concrete"
"chisel:concrete_magenta","6","Magenta Concrete"
"chisel:concrete_magenta","7","Magenta Concrete"
"chisel:concrete_magenta","8","Magenta Concrete"
"chisel:concrete_magenta","9","Magenta Concrete"
"chisel:concrete_magenta","10","Magenta Concrete"
"chisel:concrete_magenta","11","Magenta Concrete"
"chisel:concrete_magenta","12","Magenta Concrete"
"chisel:concrete_magenta","13","Magenta Concrete"
"chisel:concrete_magenta","14","Magenta Concrete"
"chisel:concrete_magenta","15","Magenta Concrete"
"chisel:concrete_magenta1","0","Magenta Concrete"
"chisel:concrete_magenta1","1","Magenta Concrete"
"chisel:concrete_magenta1","2","Magenta Concrete"
"chisel:concrete_magenta1","3","Magenta Concrete"
"chisel:concrete_magenta1","4","Magenta Concrete"
"chisel:concrete_magenta1","5","Magenta Concrete"
"chisel:concrete_magenta1","6","Magenta Concrete"
"chisel:concrete_magenta1","7","Magenta Concrete"
"chisel:concrete_magenta1","8","Magenta Concrete"
"chisel:concrete_magenta1","9","Magenta Concrete"
"chisel:concrete_magenta1","10","Magenta Concrete"
"chisel:concrete_magenta1","11","Magenta Concrete"
"chisel:concrete_magenta1","12","Magenta Concrete"
"chisel:concrete_magenta1","13","Magenta Concrete"
"chisel:concrete_magenta1","14","Magenta Concrete"
"chisel:concrete_magenta1","15","Magenta Concrete"
"chisel:concrete_magenta2","0","Magenta Concrete"
"chisel:concrete_orange","0","Orange Concrete"
"chisel:concrete_orange","1","Orange Concrete"
"chisel:concrete_orange","2","Orange Concrete"
"chisel:concrete_orange","3","Orange Concrete"
"chisel:concrete_orange","4","Orange Concrete"
"chisel:concrete_orange","5","Orange Concrete"
"chisel:concrete_orange","6","Orange Concrete"
"chisel:concrete_orange","7","Orange Concrete"
"chisel:concrete_orange","8","Orange Concrete"
"chisel:concrete_orange","9","Orange Concrete"
"chisel:concrete_orange","10","Orange Concrete"
"chisel:concrete_orange","11","Orange Concrete"
"chisel:concrete_orange","12","Orange Concrete"
"chisel:concrete_orange","13","Orange Concrete"
"chisel:concrete_orange","14","Orange Concrete"
"chisel:concrete_orange","15","Orange Concrete"
"chisel:concrete_orange1","0","Orange Concrete"
"chisel:concrete_orange1","1","Orange Concrete"
"chisel:concrete_orange1","2","Orange Concrete"
"chisel:concrete_orange1","3","Orange Concrete"
"chisel:concrete_orange1","4","Orange Concrete"
"chisel:concrete_orange1","5","Orange Concrete"
"chisel:concrete_orange1","6","Orange Concrete"
"chisel:concrete_orange1","7","Orange Concrete"
"chisel:concrete_orange1","8","Orange Concrete"
"chisel:concrete_orange1","9","Orange Concrete"
"chisel:concrete_orange1","10","Orange Concrete"
"chisel:concrete_orange1","11","Orange Concrete"
"chisel:concrete_orange1","12","Orange Concrete"
"chisel:concrete_orange1","13","Orange Concrete"
"chisel:concrete_orange1","14","Orange Concrete"
"chisel:concrete_orange1","15","Orange Concrete"
"chisel:concrete_orange2","0","Orange Concrete"
"chisel:concrete_pink","0","Pink Concrete"
"chisel:concrete_pink","1","Pink Concrete"
"chisel:concrete_pink","2","Pink Concrete"
"chisel:concrete_pink","3","Pink Concrete"
"chisel:concrete_pink","4","Pink Concrete"
"chisel:concrete_pink","5","Pink Concrete"
"chisel:concrete_pink","6","Pink Concrete"
"chisel:concrete_pink","7","Pink Concrete"
"chisel:concrete_pink","8","Pink Concrete"
"chisel:concrete_pink","9","Pink Concrete"
"chisel:concrete_pink","10","Pink Concrete"
"chisel:concrete_pink","11","Pink Concrete"
"chisel:concrete_pink","12","Pink Concrete"
"chisel:concrete_pink","13","Pink Concrete"
"chisel:concrete_pink","14","Pink Concrete"
"chisel:concrete_pink","15","Pink Concrete"
"chisel:concrete_pink1","0","Pink Concrete"
"chisel:concrete_pink1","1","Pink Concrete"
"chisel:concrete_pink1","2","Pink Concrete"
"chisel:concrete_pink1","3","Pink Concrete"
"chisel:concrete_pink1","4","Pink Concrete"
"chisel:concrete_pink1","5","Pink Concrete"
"chisel:concrete_pink1","6","Pink Concrete"
"chisel:concrete_pink1","7","Pink Concrete"
"chisel:concrete_pink1","8","Pink Concrete"
"chisel:concrete_pink1","9","Pink Concrete"
"chisel:concrete_pink1","10","Pink Concrete"
"chisel:concrete_pink1","11","Pink Concrete"
"chisel:concrete_pink1","12","Pink Concrete"
"chisel:concrete_pink1","13","Pink Concrete"
"chisel:concrete_pink1","14","Pink Concrete"
"chisel:concrete_pink1","15","Pink Concrete"
"chisel:concrete_pink2","0","Pink Concrete"
"chisel:concrete_powder","0","Concrete Powder"
"chisel:concrete_powder","1","Concrete Powder"
"chisel:concrete_powder","2","Concrete Powder"
"chisel:concrete_powder","3","Concrete Powder"
"chisel:concrete_powder","4","Concrete Powder"
"chisel:concrete_powder","5","Concrete Powder"
"chisel:concrete_powder","6","Concrete Powder"
"chisel:concrete_powder","7","Concrete Powder"
"chisel:concrete_powder","8","Concrete Powder"
"chisel:concrete_powder","9","Concrete Powder"
"chisel:concrete_powder","10","Concrete Powder"
"chisel:concrete_powder","11","Concrete Powder"
"chisel:concrete_powder","12","Concrete Powder"
"chisel:concrete_powder","13","Concrete Powder"
"chisel:concrete_powder","14","Concrete Powder"
"chisel:concrete_powder","15","Concrete Powder"
"chisel:concrete_purple","0","Purple Concrete"
"chisel:concrete_purple","1","Purple Concrete"
"chisel:concrete_purple","2","Purple Concrete"
"chisel:concrete_purple","3","Purple Concrete"
"chisel:concrete_purple","4","Purple Concrete"
"chisel:concrete_purple","5","Purple Concrete"
"chisel:concrete_purple","6","Purple Concrete"
"chisel:concrete_purple","7","Purple Concrete"
"chisel:concrete_purple","8","Purple Concrete"
"chisel:concrete_purple","9","Purple Concrete"
"chisel:concrete_purple","10","Purple Concrete"
"chisel:concrete_purple","11","Purple Concrete"
"chisel:concrete_purple","12","Purple Concrete"
"chisel:concrete_purple","13","Purple Concrete"
"chisel:concrete_purple","14","Purple Concrete"
"chisel:concrete_purple","15","Purple Concrete"
"chisel:concrete_purple1","0","Purple Concrete"
"chisel:concrete_purple1","1","Purple Concrete"
"chisel:concrete_purple1","2","Purple Concrete"
"chisel:concrete_purple1","3","Purple Concrete"
"chisel:concrete_purple1","4","Purple Concrete"
"chisel:concrete_purple1","5","Purple Concrete"
"chisel:concrete_purple1","6","Purple Concrete"
"chisel:concrete_purple1","7","Purple Concrete"
"chisel:concrete_purple1","8","Purple Concrete"
"chisel:concrete_purple1","9","Purple Concrete"
"chisel:concrete_purple1","10","Purple Concrete"
"chisel:concrete_purple1","11","Purple Concrete"
"chisel:concrete_purple1","12","Purple Concrete"
"chisel:concrete_purple1","13","Purple Concrete"
"chisel:concrete_purple1","14","Purple Concrete"
"chisel:concrete_purple1","15","Purple Concrete"
"chisel:concrete_purple2","0","Purple Concrete"
"chisel:concrete_red","0","Red Concrete"
"chisel:concrete_red","1","Red Concrete"
"chisel:concrete_red","2","Red Concrete"
"chisel:concrete_red","3","Red Concrete"
"chisel:concrete_red","4","Red Concrete"
"chisel:concrete_red","5","Red Concrete"
"chisel:concrete_red","6","Red Concrete"
"chisel:concrete_red","7","Red Concrete"
"chisel:concrete_red","8","Red Concrete"
"chisel:concrete_red","9","Red Concrete"
"chisel:concrete_red","10","Red Concrete"
"chisel:concrete_red","11","Red Concrete"
"chisel:concrete_red","12","Red Concrete"
"chisel:concrete_red","13","Red Concrete"
"chisel:concrete_red","14","Red Concrete"
"chisel:concrete_red","15","Red Concrete"
"chisel:concrete_red1","0","Red Concrete"
"chisel:concrete_red1","1","Red Concrete"
"chisel:concrete_red1","2","Red Concrete"
"chisel:concrete_red1","3","Red Concrete"
"chisel:concrete_red1","4","Red Concrete"
"chisel:concrete_red1","5","Red Concrete"
"chisel:concrete_red1","6","Red Concrete"
"chisel:concrete_red1","7","Red Concrete"
"chisel:concrete_red1","8","Red Concrete"
"chisel:concrete_red1","9","Red Concrete"
"chisel:concrete_red1","10","Red Concrete"
"chisel:concrete_red1","11","Red Concrete"
"chisel:concrete_red1","12","Red Concrete"
"chisel:concrete_red1","13","Red Concrete"
"chisel:concrete_red1","14","Red Concrete"
"chisel:concrete_red1","15","Red Concrete"
"chisel:concrete_red2","0","Red Concrete"
"chisel:concrete_white","0","White Concrete"
"chisel:concrete_white","1","White Concrete"
"chisel:concrete_white","2","White Concrete"
"chisel:concrete_white","3","White Concrete"
"chisel:concrete_white","4","White Concrete"
"chisel:concrete_white","5","White Concrete"
"chisel:concrete_white","6","White Concrete"
"chisel:concrete_white","7","White Concrete"
"chisel:concrete_white","8","White Concrete"
"chisel:concrete_white","9","White Concrete"
"chisel:concrete_white","10","White Concrete"
"chisel:concrete_white","11","White Concrete"
"chisel:concrete_white","12","White Concrete"
"chisel:concrete_white","13","White Concrete"
"chisel:concrete_white","14","White Concrete"
"chisel:concrete_white","15","White Concrete"
"chisel:concrete_white1","0","White Concrete"
"chisel:concrete_white1","1","White Concrete"
"chisel:concrete_white1","2","White Concrete"
"chisel:concrete_white1","3","White Concrete"
"chisel:concrete_white1","4","White Concrete"
"chisel:concrete_white1","5","White Concrete"
"chisel:concrete_white1","6","White Concrete"
"chisel:concrete_white1","7","White Concrete"
"chisel:concrete_white1","8","White Concrete"
"chisel:concrete_white1","9","White Concrete"
"chisel:concrete_white1","10","White Concrete"
"chisel:concrete_white1","11","White Concrete"
"chisel:concrete_white1","12","White Concrete"
"chisel:concrete_white1","13","White Concrete"
"chisel:concrete_white1","14","White Concrete"
"chisel:concrete_white1","15","White Concrete"
"chisel:concrete_white2","0","White Concrete"
"chisel:concrete_yellow","0","Yellow Concrete"
"chisel:concrete_yellow","1","Yellow Concrete"
"chisel:concrete_yellow","2","Yellow Concrete"
"chisel:concrete_yellow","3","Yellow Concrete"
"chisel:concrete_yellow","4","Yellow Concrete"
"chisel:concrete_yellow","5","Yellow Concrete"
"chisel:concrete_yellow","6","Yellow Concrete"
"chisel:concrete_yellow","7","Yellow Concrete"
"chisel:concrete_yellow","8","Yellow Concrete"
"chisel:concrete_yellow","9","Yellow Concrete"
"chisel:concrete_yellow","10","Yellow Concrete"
"chisel:concrete_yellow","11","Yellow Concrete"
"chisel:concrete_yellow","12","Yellow Concrete"
"chisel:concrete_yellow","13","Yellow Concrete"
"chisel:concrete_yellow","14","Yellow Concrete"
"chisel:concrete_yellow","15","Yellow Concrete"
"chisel:concrete_yellow1","0","Yellow Concrete"
"chisel:concrete_yellow1","1","Yellow Concrete"
"chisel:concrete_yellow1","2","Yellow Concrete"
"chisel:concrete_yellow1","3","Yellow Concrete"
"chisel:concrete_yellow1","4","Yellow Concrete"
"chisel:concrete_yellow1","5","Yellow Concrete"
"chisel:concrete_yellow1","6","Yellow Concrete"
"chisel:concrete_yellow1","7","Yellow Concrete"
"chisel:concrete_yellow1","8","Yellow Concrete"
"chisel:concrete_yellow1","9","Yellow Concrete"
"chisel:concrete_yellow1","10","Yellow Concrete"
"chisel:concrete_yellow1","11","Yellow Concrete"
"chisel:concrete_yellow1","12","Yellow Concrete"
"chisel:concrete_yellow1","13","Yellow Concrete"
"chisel:concrete_yellow1","14","Yellow Concrete"
"chisel:concrete_yellow1","15","Yellow Concrete"
"chisel:concrete_yellow2","0","Yellow Concrete"
"chisel:diamond","0","Block of Diamond"
"chisel:diamond","1","Block of Diamond"
"chisel:diamond","2","Block of Diamond"
"chisel:diamond","3","Block of Diamond"
"chisel:diamond","4","Block of Diamond"
"chisel:diamond","5","Block of Diamond"
"chisel:diamond","6","Block of Diamond"
"chisel:diamond","7","Block of Diamond"
"chisel:diamond","8","Block of Diamond"
"chisel:diamond","9","Block of Diamond"
"chisel:diamond","10","Block of Diamond"
"chisel:diamond","11","Block of Diamond"
"chisel:diorite","0","Diorite"
"chisel:diorite","1","Diorite"
"chisel:diorite","2","Diorite"
"chisel:diorite","3","Diorite"
"chisel:diorite","4","Diorite"
"chisel:diorite","5","Diorite"
"chisel:diorite","6","Diorite"
"chisel:diorite","7","Diorite"
"chisel:diorite","8","Diorite"
"chisel:diorite","9","Diorite"
"chisel:diorite","10","Diorite"
"chisel:diorite","11","Diorite"
"chisel:diorite","12","Diorite"
"chisel:diorite","13","Diorite"
"chisel:diorite","14","Diorite"
"chisel:diorite","15","Diorite"
"chisel:diorite1","0","Diorite"
"chisel:diorite1","1","Diorite"
"chisel:diorite1","2","Diorite"
"chisel:diorite1","3","Diorite"
"chisel:diorite1","4","Diorite"
"chisel:diorite1","5","Diorite"
"chisel:diorite1","6","Diorite"
"chisel:diorite1","7","Diorite"
"chisel:diorite1","8","Diorite"
"chisel:diorite1","9","Diorite"
"chisel:diorite1","10","Diorite"
"chisel:diorite1","11","Diorite"
"chisel:diorite1","12","Diorite"
"chisel:diorite1","13","Diorite"
"chisel:diorite1","14","Diorite"
"chisel:diorite1","15","Diorite"
"chisel:diorite2","0","Diorite"
"chisel:dirt","0","Dirt"
"chisel:dirt","1","Dirt"
"chisel:dirt","2","Dirt"
"chisel:dirt","3","Dirt"
"chisel:dirt","4","Dirt"
"chisel:dirt","5","Dirt"
"chisel:dirt","6","Dirt"
"chisel:dirt","7","Dirt"
"chisel:dirt","8","Dirt"
"chisel:dirt","9","Dirt"
"chisel:dirt","10","Dirt"
"chisel:dirt","11","Dirt"
"chisel:dirt","12","Dirt"
"chisel:dirt","13","Dirt"
"chisel:dirt","14","Dirt"
"chisel:dirt","15","Dirt"
"chisel:emerald","0","Block of Emerald"
"chisel:emerald","1","Block of Emerald"
"chisel:emerald","2","Block of Emerald"
"chisel:emerald","3","Block of Emerald"
"chisel:emerald","4","Block of Emerald"
"chisel:emerald","5","Block of Emerald"
"chisel:emerald","6","Block of Emerald"
"chisel:emerald","7","Block of Emerald"
"chisel:emerald","8","Block of Emerald"
"chisel:emerald","9","Block of Emerald"
"chisel:emerald","10","Block of Emerald"
"chisel:emerald","11","Block of Emerald"
"chisel:emerald","12","Block of Emerald"
"chisel:emerald","13","Block of Emerald"
"chisel:endstone","0","Endstone"
"chisel:endstone","1","Endstone"
"chisel:endstone","2","Endstone"
"chisel:endstone","3","Endstone"
"chisel:endstone","4","Endstone"
"chisel:endstone","5","Endstone"
"chisel:endstone","6","Endstone"
"chisel:endstone","7","Endstone"
"chisel:endstone","8","Endstone"
"chisel:endstone","9","Endstone"
"chisel:endstone","10","Endstone"
"chisel:endstone","11","Endstone"
"chisel:endstone","12","Endstone"
"chisel:endstone","13","Endstone"
"chisel:endstone","14","Endstone"
"chisel:endstone","15","Endstone"
"chisel:endstone1","0","Endstone"
"chisel:endstone1","1","Endstone"
"chisel:endstone1","2","Endstone"
"chisel:endstone1","3","Endstone"
"chisel:endstone1","4","Endstone"
"chisel:endstone1","5","Endstone"
"chisel:endstone1","6","Endstone"
"chisel:endstone1","7","Endstone"
"chisel:endstone1","8","Endstone"
"chisel:endstone1","9","Endstone"
"chisel:endstoneextra","0","Endstone"
"chisel:endstoneextra","1","Endstone"
"chisel:endstoneextra","2","Endstone"
"chisel:endstoneextra","3","Endstone"
"chisel:endstoneextra","4","Endstone"
"chisel:endstoneextra","5","Endstone"
"chisel:energizedVoidstone","0","Primal Voidstone"
"chisel:energizedVoidstone","1","Primal Voidstone"
"chisel:energizedVoidstone","2","Primal Voidstone"
"chisel:energizedVoidstone","3","Primal Voidstone"
"chisel:energizedVoidstone","4","Primal Voidstone"
"chisel:energizedVoidstone","5","Primal Voidstone"
"chisel:energizedVoidstone","6","Primal Voidstone"
"chisel:energizedVoidstone","7","Primal Voidstone"
"chisel:factory","0","Factory Block"
"chisel:factory","1","Factory Block"
"chisel:factory","2","Factory Block"
"chisel:factory","3","Factory Block"
"chisel:factory","4","Factory Block"
"chisel:factory","5","Factory Block"
"chisel:factory","6","Factory Block"
"chisel:factory","7","Factory Block"
"chisel:factory","8","Factory Block"
"chisel:factory","9","Factory Block"
"chisel:factory","10","Factory Block"
"chisel:factory","11","Factory Block"
"chisel:factory","12","Factory Block"
"chisel:factory","13","Factory Block"
"chisel:factory","14","Factory Block"
"chisel:factory","15","Factory Block"
"chisel:factory1","0","Factory Block"
"chisel:factory1","1","Factory Block"
"chisel:factory1","2","Factory Block"
"chisel:factory1","3","Factory Block"
"chisel:factory1","4","Factory Block"
"chisel:futura","0","Futura Block"
"chisel:futura","1","Futura Block"
"chisel:futura","2","Futura Block"
"chisel:futura","3","Futura Block"
"chisel:futura","4","Futura Block"
"chisel:futura","5","Futura Block"
"chisel:glass","0","Glass"
"chisel:glass","1","Glass"
"chisel:glass","2","Glass"
"chisel:glass","3","Glass"
"chisel:glass","4","Glass"
"chisel:glass","5","Glass"
"chisel:glass","6","Glass"
"chisel:glass","7","Glass"
"chisel:glass","8","Glass"
"chisel:glass","9","Glass"
"chisel:glass","10","Glass"
"chisel:glass","11","Glass"
"chisel:glass","12","Glass"
"chisel:glass","13","Glass"
"chisel:glass","14","Glass"
"chisel:glass","15","Glass"
"chisel:glassdyedblack","0","Black Stained Glass"
"chisel:glassdyedblack","1","Black Stained Glass"
"chisel:glassdyedblack","2","Black Stained Glass"
"chisel:glassdyedblack","3","Black Stained Glass"
"chisel:glassdyedblack","4","Black Stained Glass"
"chisel:glassdyedblack","5","Black Stained Glass"
"chisel:glassdyedblue","0","Blue Stained Glass"
"chisel:glassdyedblue","1","Blue Stained Glass"
"chisel:glassdyedblue","2","Blue Stained Glass"
"chisel:glassdyedblue","3","Blue Stained Glass"
"chisel:glassdyedblue","4","Blue Stained Glass"
"chisel:glassdyedblue","5","Blue Stained Glass"
"chisel:glassdyedbrown","0","Brown Stained Glass"
"chisel:glassdyedbrown","1","Brown Stained Glass"
"chisel:glassdyedbrown","2","Brown Stained Glass"
"chisel:glassdyedbrown","3","Brown Stained Glass"
"chisel:glassdyedbrown","4","Brown Stained Glass"
"chisel:glassdyedbrown","5","Brown Stained Glass"
"chisel:glassdyedcyan","0","Cyan Stained Glass"
"chisel:glassdyedcyan","1","Cyan Stained Glass"
"chisel:glassdyedcyan","2","Cyan Stained Glass"
"chisel:glassdyedcyan","3","Cyan Stained Glass"
"chisel:glassdyedcyan","4","Cyan Stained Glass"
"chisel:glassdyedcyan","5","Cyan Stained Glass"
"chisel:glassdyedgray","0","Gray Stained Glass"
"chisel:glassdyedgray","1","Gray Stained Glass"
"chisel:glassdyedgray","2","Gray Stained Glass"
"chisel:glassdyedgray","3","Gray Stained Glass"
"chisel:glassdyedgray","4","Gray Stained Glass"
"chisel:glassdyedgray","5","Gray Stained Glass"
"chisel:glassdyedgreen","0","Green Stained Glass"
"chisel:glassdyedgreen","1","Green Stained Glass"
"chisel:glassdyedgreen","2","Green Stained Glass"
"chisel:glassdyedgreen","3","Green Stained Glass"
"chisel:glassdyedgreen","4","Green Stained Glass"
"chisel:glassdyedgreen","5","Green Stained Glass"
"chisel:glassdyedlightblue","0","Light Blue Stained Glass"
"chisel:glassdyedlightblue","1","Light Blue Stained Glass"
"chisel:glassdyedlightblue","2","Light Blue Stained Glass"
"chisel:glassdyedlightblue","3","Light Blue Stained Glass"
"chisel:glassdyedlightblue","4","Light Blue Stained Glass"
"chisel:glassdyedlightblue","5","Light Blue Stained Glass"
"chisel:glassdyedlightgray","0","Light Gray Stained Glass"
"chisel:glassdyedlightgray","1","Light Gray Stained Glass"
"chisel:glassdyedlightgray","2","Light Gray Stained Glass"
"chisel:glassdyedlightgray","3","Light Gray Stained Glass"
"chisel:glassdyedlightgray","4","Light Gray Stained Glass"
"chisel:glassdyedlightgray","5","Light Gray Stained Glass"
"chisel:glassdyedlime","0","Lime Stained Glass"
"chisel:glassdyedlime","1","Lime Stained Glass"
"chisel:glassdyedlime","2","Lime Stained Glass"
"chisel:glassdyedlime","3","Lime Stained Glass"
"chisel:glassdyedlime","4","Lime Stained Glass"
"chisel:glassdyedlime","5","Lime Stained Glass"
"chisel:glassdyedmagenta","0","Magenta Stained Glass"
"chisel:glassdyedmagenta","1","Magenta Stained Glass"
"chisel:glassdyedmagenta","2","Magenta Stained Glass"
"chisel:glassdyedmagenta","3","Magenta Stained Glass"
"chisel:glassdyedmagenta","4","Magenta Stained Glass"
"chisel:glassdyedmagenta","5","Magenta Stained Glass"
"chisel:glassdyedorange","0","Orange Stained Glass"
"chisel:glassdyedorange","1","Orange Stained Glass"
"chisel:glassdyedorange","2","Orange Stained Glass"
"chisel:glassdyedorange","3","Orange Stained Glass"
"chisel:glassdyedorange","4","Orange Stained Glass"
"chisel:glassdyedorange","5","Orange Stained Glass"
"chisel:glassdyedpink","0","Pink Stained Glass"
"chisel:glassdyedpink","1","Pink Stained Glass"
"chisel:glassdyedpink","2","Pink Stained Glass"
"chisel:glassdyedpink","3","Pink Stained Glass"
"chisel:glassdyedpink","4","Pink Stained Glass"
"chisel:glassdyedpink","5","Pink Stained Glass"
"chisel:glassdyedpurple","0","Purple Stained Glass"
"chisel:glassdyedpurple","1","Purple Stained Glass"
"chisel:glassdyedpurple","2","Purple Stained Glass"
"chisel:glassdyedpurple","3","Purple Stained Glass"
"chisel:glassdyedpurple","4","Purple Stained Glass"
"chisel:glassdyedpurple","5","Purple Stained Glass"
"chisel:glassdyedred","0","Red Stained Glass"
"chisel:glassdyedred","1","Red Stained Glass"
"chisel:glassdyedred","2","Red Stained Glass"
"chisel:glassdyedred","3","Red Stained Glass"
"chisel:glassdyedred","4","Red Stained Glass"
"chisel:glassdyedred","5","Red Stained Glass"
"chisel:glassdyedwhite","0","White Stained Glass"
"chisel:glassdyedwhite","1","White Stained Glass"
"chisel:glassdyedwhite","2","White Stained Glass"
"chisel:glassdyedwhite","3","White Stained Glass"
"chisel:glassdyedwhite","4","White Stained Glass"
"chisel:glassdyedwhite","5","White Stained Glass"
"chisel:glassdyedyellow","0","Yellow Stained Glass"
"chisel:glassdyedyellow","1","Yellow Stained Glass"
"chisel:glassdyedyellow","2","Yellow Stained Glass"
"chisel:glassdyedyellow","3","Yellow Stained Glass"
"chisel:glassdyedyellow","4","Yellow Stained Glass"
"chisel:glassdyedyellow","5","Yellow Stained Glass"
"chisel:glowstone","0","Glowstone"
"chisel:glowstone","1","Glowstone"
"chisel:glowstone","2","Glowstone"
"chisel:glowstone","3","Glowstone"
"chisel:glowstone","4","Glowstone"
"chisel:glowstone","5","Glowstone"
"chisel:glowstone","6","Glowstone"
"chisel:glowstone","7","Glowstone"
"chisel:glowstone","8","Glowstone"
"chisel:glowstone","9","Glowstone"
"chisel:glowstone","10","Glowstone"
"chisel:glowstone","11","Glowstone"
"chisel:glowstone","12","Glowstone"
"chisel:glowstone","13","Glowstone"
"chisel:glowstone","14","Glowstone"
"chisel:glowstone","15","Glowstone"
"chisel:glowstone1","0","Glowstone"
"chisel:glowstone1","1","Glowstone"
"chisel:glowstone1","2","Glowstone"
"chisel:glowstone1","3","Glowstone"
"chisel:glowstone1","4","Glowstone"
"chisel:glowstone1","5","Glowstone"
"chisel:glowstone1","6","Glowstone"
"chisel:glowstone1","7","Glowstone"
"chisel:glowstone1","8","Glowstone"
"chisel:glowstone1","9","Glowstone"
"chisel:glowstone1","10","Glowstone"
"chisel:glowstone1","11","Glowstone"
"chisel:glowstone1","12","Glowstone"
"chisel:glowstone1","13","Glowstone"
"chisel:glowstone1","14","Glowstone"
"chisel:glowstone1","15","Glowstone"
"chisel:glowstone2","0","Glowstone"
"chisel:gold","0","Block of Gold"
"chisel:gold","1","Block of Gold"
"chisel:gold","2","Block of Gold"
"chisel:gold","3","Block of Gold"
"chisel:gold","4","Block of Gold"
"chisel:gold","5","Block of Gold"
"chisel:gold","6","Block of Gold"
"chisel:gold","7","Block of Gold"
"chisel:gold","8","Block of Gold"
"chisel:gold","9","Block of Gold"
"chisel:gold","10","Block of Gold"
"chisel:gold","11","Block of Gold"
"chisel:gold","12","Block of Gold"
"chisel:gold","13","Block of Gold"
"chisel:gold","14","Block of Gold"
"chisel:granite","0","Granite"
"chisel:granite","1","Granite"
"chisel:granite","2","Granite"
"chisel:granite","3","Granite"
"chisel:granite","4","Granite"
"chisel:granite","5","Granite"
"chisel:granite","6","Granite"
"chisel:granite","7","Granite"
"chisel:granite","8","Granite"
"chisel:granite","9","Granite"
"chisel:granite","10","Granite"
"chisel:granite","11","Granite"
"chisel:granite","12","Granite"
"chisel:granite","13","Granite"
"chisel:granite","14","Granite"
"chisel:granite","15","Granite"
"chisel:granite1","0","Granite"
"chisel:granite1","1","Granite"
"chisel:granite1","2","Granite"
"chisel:granite1","3","Granite"
"chisel:granite1","4","Granite"
"chisel:granite1","5","Granite"
"chisel:granite1","6","Granite"
"chisel:granite1","7","Granite"
"chisel:granite1","8","Granite"
"chisel:granite1","9","Granite"
"chisel:granite1","10","Granite"
"chisel:granite1","11","Granite"
"chisel:granite1","12","Granite"
"chisel:granite1","13","Granite"
"chisel:granite1","14","Granite"
"chisel:granite1","15","Granite"
"chisel:granite2","0","Granite"
"chisel:hardenedclay","0","Hardened Clay"
"chisel:hardenedclay","1","Hardened Clay"
"chisel:hardenedclay","2","Hardened Clay"
"chisel:hardenedclay","3","Hardened Clay"
